FID,id,country,latitude,longitude,area_type,sexes,number_males,number_males_deficient,number_females,number_females_deficient,citation,area_size,country_id,malaria_metrics_available
G6PD_Data.687,687,Mexico,26.505,-100.422,Digitised polygon,Male,34,0,,,"Ceda-Flores, R. M., G. Arriaga-Rios, et al. (1990). ""[Frequency of color blindness and glucose-6-phosphate dehydrogenase enzyme deficiency in non-industrialized populations in the state of Nuevo Leon, Mexico]."" Arch Invest Med (Mex) 21(3): 229-234.",1218,MEX,true
G6PD_Data.688,688,Mexico,26.578,-100.143,Admin2 centroid,Male,105,0,,,"Ceda-Flores, R. M., G. Arriaga-Rios, et al. (1990). ""[Frequency of color blindness and glucose-6-phosphate dehydrogenase enzyme deficiency in non-industrialized populations in the state of Nuevo Leon, Mexico]."" Arch Invest Med (Mex) 21(3): 229-234.",1787,MEX,true
G6PD_Data.689,689,Mexico,26.073,-99.655,Admin2 centroid,Male,90,0,,,"Ceda-Flores, R. M., G. Arriaga-Rios, et al. (1990). ""[Frequency of color blindness and glucose-6-phosphate dehydrogenase enzyme deficiency in non-industrialized populations in the state of Nuevo Leon, Mexico]."" Arch Invest Med (Mex) 21(3): 229-234.",766,MEX,true
G6PD_Data.690,690,Mexico,25.608,-100.36,Digitised polygon,Male,752,5,,,"Ceda-Flores, R. M., G. Arriaga-Rios, et al. (1990). ""[Frequency of color blindness and glucose-6-phosphate dehydrogenase enzyme deficiency in non-industrialized populations in the state of Nuevo Leon, Mexico]."" Arch Invest Med (Mex) 21(3): 229-234.",2465,MEX,true
G6PD_Data.691,691,Mexico,20.643,-88.625,Wide area,Both,20,0,26,0,"Lisker, R., A. Loria, et al. (1962). ""[Preliminary note on the incidence of abnormal hemoglobulins and glucose-6-phosphate dehydrogenase deficiency in the Mexican population.]."" Rev Fr Etud Clin Biol 7: 76-78.",25,MEX,true
G6PD_Data.692,692,Mexico,16.905,-92.9,Wide area,Both,14,0,18,0,"Lisker, R., A. Loria, et al. (1962). ""[Preliminary note on the incidence of abnormal hemoglobulins and glucose-6-phosphate dehydrogenase deficiency in the Mexican population.]."" Rev Fr Etud Clin Biol 7: 76-78.",25,MEX,true
G6PD_Data.693,693,Mexico,16.697,-98.593,Wide area,Both,56,2,8,0,"Lisker, R., A. Loria, et al. (1962). ""[Preliminary note on the incidence of abnormal hemoglobulins and glucose-6-phosphate dehydrogenase deficiency in the Mexican population.]."" Rev Fr Etud Clin Biol 7: 76-78.",25,MEX,true
G6PD_Data.694,694,Mexico,18.099,-98.576,Wide area,Both,48,0,2,0,"Lisker, R., A. Loria, et al. (1962). ""[Preliminary note on the incidence of abnormal hemoglobulins and glucose-6-phosphate dehydrogenase deficiency in the Mexican population.]."" Rev Fr Etud Clin Biol 7: 76-78.",25,MEX,true
G6PD_Data.695,695,Mexico,18.739,-98.922,Wide area,Both,25,0,11,0,"Lisker, R., A. Loria, et al. (1962). ""[Preliminary note on the incidence of abnormal hemoglobulins and glucose-6-phosphate dehydrogenase deficiency in the Mexican population.]."" Rev Fr Etud Clin Biol 7: 76-78.",25,MEX,true
G6PD_Data.696,696,Mexico,19.31,-102.175,Wide area,Both,55,0,78,0,"Lisker, R., A. Loria, et al. (1962). ""[Preliminary note on the incidence of abnormal hemoglobulins and glucose-6-phosphate dehydrogenase deficiency in the Mexican population.]."" Rev Fr Etud Clin Biol 7: 76-78.",25,MEX,true
G6PD_Data.697,697,Mexico,16.692,-98.399,Point,Male,90,0,,,"Lisker, R., A. Loria, et al. (1965). ""Studies on Several Genetic Hematological Traits of the Mexican Population. VIII. Hemoglobin S, Glucose-6-Phosphate Dehydrogenase Deficiency, and Other Characteristics in a Malarial Region."" Am J Hum Genet 17: 179-187.",10,MEX,true
G6PD_Data.698,698,Mexico,15.989,-97.114,Point,Male,100,1,,,"Lisker, R., A. Loria, et al. (1965). ""Studies on Several Genetic Hematological Traits of the Mexican Population. VIII. Hemoglobin S, Glucose-6-Phosphate Dehydrogenase Deficiency, and Other Characteristics in a Malarial Region."" Am J Hum Genet 17: 179-187.",10,MEX,true
G6PD_Data.699,699,Mexico,15.745,-96.456,Point,Male,102,1,,,"Lisker, R., A. Loria, et al. (1965). ""Studies on Several Genetic Hematological Traits of the Mexican Population. VIII. Hemoglobin S, Glucose-6-Phosphate Dehydrogenase Deficiency, and Other Characteristics in a Malarial Region."" Am J Hum Genet 17: 179-187.",10,MEX,true
G6PD_Data.700,700,Mexico,21.251,-97.45,Point,Male,109,2,,,"Lisker, R., M. S. Cordova, et al. (1969). ""Studies on several genetic hematological traits of the Mexican population. XVI. Hemoglobin, S and glucose-6-phosphate dehydrogenase deficiency in the east coast."" Am J Phys Anthropol 30(3): 349-354.",10,MEX,true
G6PD_Data.701,701,Mexico,18.39,-93.216,Point,Male,160,4,,,"Lisker, R., M. S. Cordova, et al. (1969). ""Studies on several genetic hematological traits of the Mexican population. XVI. Hemoglobin, S and glucose-6-phosphate dehydrogenase deficiency in the east coast."" Am J Phys Anthropol 30(3): 349-354.",10,MEX,true
G6PD_Data.702,702,Mexico,21.434,-97.535,Point,Male,119,1,,,"Lisker, R., M. S. Cordova, et al. (1969). ""Studies on several genetic hematological traits of the Mexican population. XVI. Hemoglobin, S and glucose-6-phosphate dehydrogenase deficiency in the east coast."" Am J Phys Anthropol 30(3): 349-354.",10,MEX,true
G6PD_Data.703,703,Mexico,18.648,-91.817,Point,Male,109,2,,,"Lisker, R., M. S. Cordova, et al. (1969). ""Studies on several genetic hematological traits of the Mexican population. XVI. Hemoglobin, S and glucose-6-phosphate dehydrogenase deficiency in the east coast."" Am J Phys Anthropol 30(3): 349-354.",10,MEX,true
G6PD_Data.704,704,Mexico,19.187,-96.137,Point,Male,147,2,,,"Lisker, R., M. S. Cordova, et al. (1969). ""Studies on several genetic hematological traits of the Mexican population. XVI. Hemoglobin, S and glucose-6-phosphate dehydrogenase deficiency in the east coast."" Am J Phys Anthropol 30(3): 349-354.",10,MEX,true
G6PD_Data.705,705,Mozambique,-25.964,32.572,Point,Male,450,82,,,"Reys, L., C. Manso, et al. (1970). ""Genetic studies on southeastern Bantu of Mozambique. I. Variants of glucose-6-phosphate dehydrogenase."" Am J Hum Genet 22(2): 203-215.",10,MOZ,true
G6PD_Data.706,706,Mozambique,-11.662,39.544,Point,Male,146,32,,,"Nieuwenhuis, F., B. Wolf, et al. (1986). ""Haematological study in Cabo Delgado province, Mozambique; sickle cell trait and G6PD deficiency."" Trop Geogr Med 38(2): 183-187.",10,MOZ,true
G6PD_Data.825,825,Philippines,18.411,121.514,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.707,707,Mozambique,-11.339,40.356,Point,Male,155,24,,,"Nieuwenhuis, F., B. Wolf, et al. (1986). ""Haematological study in Cabo Delgado province, Mozambique; sickle cell trait and G6PD deficiency."" Trop Geogr Med 38(2): 183-187.",10,MOZ,true
G6PD_Data.708,708,Mozambique,-12.96,40.486,Point,Male,77,13,,,"Nieuwenhuis, F., B. Wolf, et al. (1986). ""Haematological study in Cabo Delgado province, Mozambique; sickle cell trait and G6PD deficiency."" Trop Geogr Med 38(2): 183-187.",10,MOZ,true
G6PD_Data.709,709,Myanmar,23.019,97.776,Point,Both,48,3,69,3,"Tantular, I. S., K. Iwai, et al. (1999). ""Field trials of a rapid test for G6PD deficiency in combination with a rapid diagnosis of malaria."" Trop Med Int Health 4(4): 245-250.",10,MMR,true
G6PD_Data.710,710,Myanmar,16.233,97.867,Point,Both,122,12,130,0,"Tantular, I. S., K. Iwai, et al. (1999). ""Field trials of a rapid test for G6PD deficiency in combination with a rapid diagnosis of malaria."" Trop Med Int Health 4(4): 245-250.",10,MMR,true
G6PD_Data.711,711,Myanmar,22.943,97.745,Point,Both,195,10,195,5,"Tantular, I. S., K. Iwai, et al. (1999). ""Field trials of a rapid test for G6PD deficiency in combination with a rapid diagnosis of malaria."" Trop Med Int Health 4(4): 245-250.",10,MMR,true
G6PD_Data.712,712,Myanmar,16.258,97.725,Point,Both,180,10,133,3,"Tantular, I. S., K. Iwai, et al. (1999). ""Field trials of a rapid test for G6PD deficiency in combination with a rapid diagnosis of malaria."" Trop Med Int Health 4(4): 245-250.",10,MMR,true
G6PD_Data.713,713,Myanmar,21.876,95.961,Point,Both,32,3,104,4,"Jalloh, A., I. S. Tantular, et al. (2004). ""Rapid epidemiologic assessment of glucose-6-phosphate dehydrogenase deficiency in malaria-endemic areas in Southeast Asia using a novel diagnostic kit."" Trop Med Int Health 9(5): 615-623.",10,MMR,true
G6PD_Data.714,714,Myanmar,22.034,96.47,Point,Both,40,5,65,9,"Jalloh, A., I. S. Tantular, et al. (2004). ""Rapid epidemiologic assessment of glucose-6-phosphate dehydrogenase deficiency in malaria-endemic areas in Southeast Asia using a novel diagnostic kit."" Trop Med Int Health 9(5): 615-623.",10,MMR,true
G6PD_Data.715,715,Myanmar,16.557,98.24,Point,Male,3,0,,,"Nuchprayoon, I., C. Louicharoen, et al. (2008). ""Glucose-6-phosphate dehydrogenase mutations in Mon and Burmese of southern Myanmar."" J Hum Genet 53(1): 48-54.",10,MMR,true
G6PD_Data.716,716,Myanmar,9.984,98.55,Point,Male,1,0,,,"Nuchprayoon, I., C. Louicharoen, et al. (2008). ""Glucose-6-phosphate dehydrogenase mutations in Mon and Burmese of southern Myanmar."" J Hum Genet 53(1): 48-54.",10,MMR,true
G6PD_Data.717,717,Myanmar,12.444,98.605,Point,Male,1,0,,,"Nuchprayoon, I., C. Louicharoen, et al. (2008). ""Glucose-6-phosphate dehydrogenase mutations in Mon and Burmese of southern Myanmar."" J Hum Genet 53(1): 48-54.",10,MMR,true
G6PD_Data.718,718,Namibia,-17.616,18.597,Point,Both,63,3,38,0,"Nurse, G. T. and T. Jenkins (1977). ""Serogenetic studies on the Kavango peoples of South West Africa."" Annals of Human Biology 4: 465-478.",10,NAM,true
G6PD_Data.719,719,Namibia,-17.921,19.753,Point,Both,39,8,52,2,"Nurse, G. T. and T. Jenkins (1977). ""Serogenetic studies on the Kavango peoples of South West Africa."" Annals of Human Biology 4: 465-478.",10,NAM,true
G6PD_Data.720,720,Namibia,-18.001,20.683,Point,Both,48,6,61,4,"Nurse, G. T. and T. Jenkins (1977). ""Serogenetic studies on the Kavango peoples of South West Africa."" Annals of Human Biology 4: 465-478.",10,NAM,true
G6PD_Data.721,721,Namibia,-18.068,21.447,Point,Both,30,1,23,1,"Nurse, G. T. and T. Jenkins (1977). ""Serogenetic studies on the Kavango peoples of South West Africa."" Annals of Human Biology 4: 465-478.",10,NAM,true
G6PD_Data.722,722,Namibia,-17.7741,22.2694,Small polygon,Both,20,1,15,0,"Nurse, G. T. and T. Jenkins (1977). ""Serogenetic studies on the Kavango peoples of South West Africa."" Annals of Human Biology 4: 465-478.",100,NAM,true
G6PD_Data.833,833,Philippines,11.172,123.723,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.723,723,Nigeria,9.925,8.894,Point,Male,126,26,,,"Egesie, O. J., D. E. Joseph, et al. (2008). ""Glucose-6-phosphate dehydrogenase (G6PD) activity and deficiency in a population of Nigerian males resident in Jos."" Niger J Physiol Sci 23(1-2): 9-11.",10,NGA,true
G6PD_Data.724,724,Nigeria,4.834,6.982,Point,Both,119,7,121,5,"Jeremiah, Z. A., E. K. Uko, et al. (2008). ""Relation of nutritional status, sickle cell trait, glucose-6-phosphate dehydrogenase deficiency, iron deficiency and asymptomatic malaria infection in the Niger Delta, Nigeria."" Journal of Medical Sciences 8(3): 269-274.",10,NGA,true
G6PD_Data.725,725,Nigeria,7.159,3.349,Point,Both,67,14,122,62,"Bienzle, U., O. Ayeni, et al. (1972). ""Glucose-6-phosphate dehydrogenase and malaria. Greater resistance of females heterozygous for enzyme deficiency and of males with non-deficient variant."" Lancet 1(7742): 107-110.",10,NGA,true
G6PD_Data.726,726,Nigeria,7.798,3.897,Point,Both,190,40,180,5,"Akinkugbe, F. M. (1980). ""Anaemia in a rural population in Nigeria (Ilora)."" Annals of Tropical Medicine and Parasitology 74(6): 625-633.",10,NGA,true
G6PD_Data.727,727,Nigeria,6.339,5.626,Wide area,Both,259,52,71,6,"Nwankwo, M. U., C. H. Bunker, et al. (1990). ""Blood pressure and other cardiovascular disease risk factors in black adults with sickle cell trait or glucose-6-phosphate dehydrogenase deficiency."" Genet Epidemiol 7(3): 211-218.",12,NGA,true
G6PD_Data.728,728,Nigeria,7.218,3.833,Multiple points,Both,373,89,348,118,"Ademowo, O. G. and A. G. Falusi (2002). ""Molecular epidemiology and activity of erythrocyte G6PD variants in a homogeneous Nigerian population."" East Afr Med J 79(1): 42-44.",1521,NGA,true
G6PD_Data.729,729,Niue,-19.05,-169.8602,Admin0 centroid,Both,12,0,12,0,"Nixon, A. D. and J. G. Bucha (1969). ""Survey for erythrocyte glucose-6-phosphate dehydrogenase deficiency in Polynesians."" Am J Hum Genet 21(3): 305-309.",230,NIU,true
G6PD_Data.730,730,Oman,23.228,58.703,Admin1 centroid,Both,374,102,300,31,"Al-Riyami, A. and G. J. Ebrahim (2003). ""Genetic Blood Disorders Survey in the Sultanate of Oman."" J Trop Pediatr 49 Suppl 1: i1-20.",3789,OMN,true
G6PD_Data.731,731,Oman,25.992,56.283,Admin1 centroid,Both,37,6,27,1,"Al-Riyami, A. and G. J. Ebrahim (2003). ""Genetic Blood Disorders Survey in the Sultanate of Oman."" J Trop Pediatr 49 Suppl 1: i1-20.",1426,OMN,true
G6PD_Data.732,732,Oman,23.591,58.176,Point,Male,514,134,,,"Daar, S., T. J. Vulliamy, et al. (1996). ""Molecular characterization of G6PD deficiency in Oman."" Hum Hered 46(3): 172-176.",10,OMN,true
G6PD_Data.733,733,Pakistan,33.77,72.365,Point,Male,3000,53,,,"Ali, N., M. Anwar, et al. (2005). ""Frequency of glucose-6-phosphate dehydrogenase deficiency in some ethnic groups of Pakistan."" J Coll Physicians Surg Pak 15(3): 137-141.",10,PAK,true
G6PD_Data.734,734,Pakistan,34.005,71.543,Small polygon,Both,173,17,132,0,"Saha, N., M. Ramzan, et al. (1994). ""Molecular characterisation of red cell glucose-6-phosphate dehydrogenase deficiency in north-west Pakistan."" Hum Hered 44(2): 85-89.",40,PAK,true
G6PD_Data.735,735,Pakistan,32.4116,74.5333,Admin2 centroid,Male,40,5,,,"Hashmi, J. A., F. Farzana, et al. (1976). ""Abnormal hemoglobins, thalasemia trait & G6PD deficiency in young Pakistani males."" J Pak Med Assoc 26(1): 2-4.",2941,PAK,true
G6PD_Data.736,736,Pakistan,32.7227,73.9926,Admin2 centroid,Male,70,4,,,"Hashmi, J. A., F. Farzana, et al. (1976). ""Abnormal hemoglobins, thalasemia trait & G6PD deficiency in young Pakistani males."" J Pak Med Assoc 26(1): 2-4.",3045,PAK,true
G6PD_Data.737,737,Pakistan,31.4664,74.3584,Admin2 centroid,Male,15,4,,,"Hashmi, J. A., F. Farzana, et al. (1976). ""Abnormal hemoglobins, thalasemia trait & G6PD deficiency in young Pakistani males."" J Pak Med Assoc 26(1): 2-4.",1639,PAK,true
G6PD_Data.738,738,Pakistan,32.8303,73.2938,Admin2 centroid,Male,88,3,,,"Hashmi, J. A., F. Farzana, et al. (1976). ""Abnormal hemoglobins, thalasemia trait & G6PD deficiency in young Pakistani males."" J Pak Med Assoc 26(1): 2-4.",3483,PAK,true
G6PD_Data.739,739,Pakistan,30.5485,72.8945,Admin2 centroid,Male,21,3,,,"Hashmi, J. A., F. Farzana, et al. (1976). ""Abnormal hemoglobins, thalasemia trait & G6PD deficiency in young Pakistani males."" J Pak Med Assoc 26(1): 2-4.",3035,PAK,true
G6PD_Data.740,740,Pakistan,33.9701,71.5713,Admin2 centroid,Male,17,1,,,"Hashmi, J. A., F. Farzana, et al. (1976). ""Abnormal hemoglobins, thalasemia trait & G6PD deficiency in young Pakistani males."" J Pak Med Assoc 26(1): 2-4.",1251,PAK,true
G6PD_Data.741,741,Papua New Guinea,-6.17,146.091,Point,Male,96,11,,,"Giles, E., C. C. Curtain, et al. (1967). ""Distribution of beta-thalassemia trait and erythrocyte glucose-6-phosphate dehydrogenase deficiency in the Markham River Valley of New Guinea."" Am J Phys Anthropol 27(1): 83-88.",10,PNG,true
G6PD_Data.742,742,Papua New Guinea,-6.275,146.278,Point,Male,17,2,,,"Giles, E., C. C. Curtain, et al. (1967). ""Distribution of beta-thalassemia trait and erythrocyte glucose-6-phosphate dehydrogenase deficiency in the Markham River Valley of New Guinea."" Am J Phys Anthropol 27(1): 83-88.",10,PNG,true
G6PD_Data.743,743,Papua New Guinea,-6.284,146.493,Point,Male,17,2,,,"Giles, E., C. C. Curtain, et al. (1967). ""Distribution of beta-thalassemia trait and erythrocyte glucose-6-phosphate dehydrogenase deficiency in the Markham River Valley of New Guinea."" Am J Phys Anthropol 27(1): 83-88.",10,PNG,true
G6PD_Data.744,744,Papua New Guinea,-6.554,146.242,Point,Male,67,1,,,"Giles, E., C. C. Curtain, et al. (1967). ""Distribution of beta-thalassemia trait and erythrocyte glucose-6-phosphate dehydrogenase deficiency in the Markham River Valley of New Guinea."" Am J Phys Anthropol 27(1): 83-88.",10,PNG,true
G6PD_Data.745,745,Papua New Guinea,-6.299,146.083,Point,Male,41,1,,,"Giles, E., C. C. Curtain, et al. (1967). ""Distribution of beta-thalassemia trait and erythrocyte glucose-6-phosphate dehydrogenase deficiency in the Markham River Valley of New Guinea."" Am J Phys Anthropol 27(1): 83-88.",10,PNG,true
G6PD_Data.746,746,Papua New Guinea,-6.853,146.354,Point,Male,53,1,,,"Giles, E., C. C. Curtain, et al. (1967). ""Distribution of beta-thalassemia trait and erythrocyte glucose-6-phosphate dehydrogenase deficiency in the Markham River Valley of New Guinea."" Am J Phys Anthropol 27(1): 83-88.",10,PNG,true
G6PD_Data.815,815,Philippines,6.533,124.55,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.747,747,Papua New Guinea,-6.116,146.405,Point,Male,47,4,,,"Giles, E., C. C. Curtain, et al. (1967). ""Distribution of beta-thalassemia trait and erythrocyte glucose-6-phosphate dehydrogenase deficiency in the Markham River Valley of New Guinea."" Am J Phys Anthropol 27(1): 83-88.",10,PNG,true
G6PD_Data.748,748,Papua New Guinea,-6.745,146.959,Point,Male,33,6,,,"Giles, E., C. C. Curtain, et al. (1967). ""Distribution of beta-thalassemia trait and erythrocyte glucose-6-phosphate dehydrogenase deficiency in the Markham River Valley of New Guinea."" Am J Phys Anthropol 27(1): 83-88.",10,PNG,true
G6PD_Data.749,749,Papua New Guinea,-6.616,146.084,Point,Male,105,2,,,"Giles, E., C. C. Curtain, et al. (1967). ""Distribution of beta-thalassemia trait and erythrocyte glucose-6-phosphate dehydrogenase deficiency in the Markham River Valley of New Guinea."" Am J Phys Anthropol 27(1): 83-88.",10,PNG,true
G6PD_Data.750,750,Papua New Guinea,-9.685,147.782,Admin2 centroid,Male,95,9,,,"Parsons, I. C. and B. P. K. Ryan (1962). ""Observations on Glucose-6-Phosphate Dehydrogenase Deficiency in Papuans."" Medical Journal of Australia 2(15): 585-587.",3797,PNG,true
G6PD_Data.751,751,Papua New Guinea,-5.1745,142.1942,Digitised polygon,Male,75,0,,,"Schuurkamp, G. J., K. K. Bhatia, et al. (1989). ""Glucose-6-phosphate dehydrogenase deficiency and hereditary ovalocytosis in the Ok Tedi impact region of Papua New Guinea."" Hum Biol 61(3): 387-406.",682,PNG,true
G6PD_Data.752,752,Papua New Guinea,-5.0304,141.7221,Digitised polygon,Male,53,0,,,"Schuurkamp, G. J., K. K. Bhatia, et al. (1989). ""Glucose-6-phosphate dehydrogenase deficiency and hereditary ovalocytosis in the Ok Tedi impact region of Papua New Guinea."" Hum Biol 61(3): 387-406.",1446,PNG,true
G6PD_Data.753,753,Papua New Guinea,-4.8989,141.2997,Digitised polygon,Male,150,0,,,"Schuurkamp, G. J., K. K. Bhatia, et al. (1989). ""Glucose-6-phosphate dehydrogenase deficiency and hereditary ovalocytosis in the Ok Tedi impact region of Papua New Guinea."" Hum Biol 61(3): 387-406.",937,PNG,true
G6PD_Data.754,754,Papua New Guinea,-5.4153,141.7915,Digitised polygon,Male,189,9,,,"Schuurkamp, G. J., K. K. Bhatia, et al. (1989). ""Glucose-6-phosphate dehydrogenase deficiency and hereditary ovalocytosis in the Ok Tedi impact region of Papua New Guinea."" Hum Biol 61(3): 387-406.",2546,PNG,true
G6PD_Data.755,755,Papua New Guinea,-5.4609,141.1039,Digitised polygon,Male,207,8,,,"Schuurkamp, G. J., K. K. Bhatia, et al. (1989). ""Glucose-6-phosphate dehydrogenase deficiency and hereditary ovalocytosis in the Ok Tedi impact region of Papua New Guinea."" Hum Biol 61(3): 387-406.",1529,PNG,true
G6PD_Data.1416,1416,Portugal,39,-9.164,Admin1 centroid,Male,2536,21,,,"Martins, M. C., G. Olim, et al. (1993). ""Hereditary anaemias in Portugal: epidemiology, public health significance, and control."" J Med Genet 30(3): 235-239.",2873,PRT,true
G6PD_Data.756,756,Papua New Guinea,-6.3099,141.1519,Digitised polygon,Male,157,5,,,"Schuurkamp, G. J., K. K. Bhatia, et al. (1989). ""Glucose-6-phosphate dehydrogenase deficiency and hereditary ovalocytosis in the Ok Tedi impact region of Papua New Guinea."" Hum Biol 61(3): 387-406.",3676,PNG,true
G6PD_Data.757,757,Papua New Guinea,-4.6333,145.9667,Large polygon,Male,214,16,,,"Yenchitsomanus, P., K. M. Summers, et al. (1986). ""Characterization of G6PD deficiency and thalassaemia in Papua New Guinea."" P N G Med J 29(1): 53-58.",375,PNG,true
G6PD_Data.758,758,Papua New Guinea,-9.3667,150.2667,Large polygon,Male,83,6,,,"Yenchitsomanus, P., K. M. Summers, et al. (1986). ""Characterization of G6PD deficiency and thalassaemia in Papua New Guinea."" P N G Med J 29(1): 53-58.",600,PNG,true
G6PD_Data.759,759,Papua New Guinea,-2.0936,146.9221,Admin1 centroid,Male,16,1,,,"Young, G. P., M. B. Smith, et al. (1974). ""Glucose-6-phosphate dehydrogenase deficiency in Papua New Guinea using a simple methylene blue reduction test."" Med J Aust 1(22): 876-878.",1714,PNG,true
G6PD_Data.760,760,Papua New Guinea,-6.29,145.872,Large polygon,Both,383,3,151,0,"Kidson, C. (1961). ""Deficiency of glucose-6-phosphate dehydrogenase: some aspects of the trait in people of Papua-New Guinea."" Med J Aust 48(2): 506-509.",100,PNG,true
G6PD_Data.761,761,Papua New Guinea,-8.5853,147.216,Digitised polygon,Both,83,1,50,1,"Woodfield, D. G., R. F. R. Scragg, et al. (1974). ""Distribution of blood, serum protein and enzyme groups among the Fuyuge speakers of the Goilala sub district."" Human Heredity 24(5-6): 507-519.",2245,PNG,true
G6PD_Data.762,762,Papua New Guinea,-5.233,145.789,Point,Male,235,24,,,"Yenchitsomanus, P., K. M. Summers, et al. (1986). ""Characterization of G6PD deficiency and thalassaemia in Papua New Guinea."" P N G Med J 29(1): 53-58.",10,PNG,true
G6PD_Data.763,763,Papua New Guinea,-5.952,146.559,Point,Male,124,1,,,"Yenchitsomanus, P., K. M. Summers, et al. (1986). ""Characterization of G6PD deficiency and thalassaemia in Papua New Guinea."" P N G Med J 29(1): 53-58.",10,PNG,true
G6PD_Data.764,764,Papua New Guinea,-6.133,146.483,Point,Male,71,2,,,"Yenchitsomanus, P., K. M. Summers, et al. (1986). ""Characterization of G6PD deficiency and thalassaemia in Papua New Guinea."" P N G Med J 29(1): 53-58.",10,PNG,true
G6PD_Data.765,765,Papua New Guinea,-6.6167,146.5833,Small polygon,Male,117,7,,,"Yenchitsomanus, P., K. M. Summers, et al. (1986). ""Characterization of G6PD deficiency and thalassaemia in Papua New Guinea."" P N G Med J 29(1): 53-58.",100,PNG,true
G6PD_Data.766,766,Papua New Guinea,-9.519,147.218,Point,Male,306,23,,,"Yenchitsomanus, P., K. M. Summers, et al. (1986). ""Characterization of G6PD deficiency and thalassaemia in Papua New Guinea."" P N G Med J 29(1): 53-58.",10,PNG,true
G6PD_Data.767,767,Papua New Guinea,-5.149,145.8,Point,Male,38,3,,,"Brabin, L. and B. J. Brabin (1990). ""Malaria and glucose 6-phosphate dehydrogenase deficiency in populations with high and low spleen rates in Madang, Papua New Guinea."" Hum Hered 40(1): 15-21.",10,PNG,true
G6PD_Data.768,768,Papua New Guinea,-4.9,145.783,Point,Male,18,3,,,"Brabin, L. and B. J. Brabin (1990). ""Malaria and glucose 6-phosphate dehydrogenase deficiency in populations with high and low spleen rates in Madang, Papua New Guinea."" Hum Hered 40(1): 15-21.",10,PNG,true
G6PD_Data.769,769,Papua New Guinea,-4.91,145.776,Point,Male,10,1,,,"Brabin, L. and B. J. Brabin (1990). ""Malaria and glucose 6-phosphate dehydrogenase deficiency in populations with high and low spleen rates in Madang, Papua New Guinea."" Hum Hered 40(1): 15-21.",10,PNG,true
G6PD_Data.770,770,Papua New Guinea,-5.099,145.8,Point,Male,17,1,,,"Brabin, L. and B. J. Brabin (1990). ""Malaria and glucose 6-phosphate dehydrogenase deficiency in populations with high and low spleen rates in Madang, Papua New Guinea."" Hum Hered 40(1): 15-21.",10,PNG,true
G6PD_Data.1433,1433,Saudi Arabia,26.522,50.025,Point,Male,17,3,,,"Gelpi, A. P. (1967). ""Glucose-6-phosphate dehydrogenase deficiency, the sickling trait, and malaria in Saudi Arab children."" J Pediatr 71(1): 138-146.",10,SAU,true
G6PD_Data.771,771,Papua New Guinea,-5.167,145.749,Point,Male,32,5,,,"Brabin, L. and B. J. Brabin (1990). ""Malaria and glucose 6-phosphate dehydrogenase deficiency in populations with high and low spleen rates in Madang, Papua New Guinea."" Hum Hered 40(1): 15-21.",10,PNG,true
G6PD_Data.772,772,Papua New Guinea,-4.915,145.749,Point,Male,16,5,,,"Brabin, L. and B. J. Brabin (1990). ""Malaria and glucose 6-phosphate dehydrogenase deficiency in populations with high and low spleen rates in Madang, Papua New Guinea."" Hum Hered 40(1): 15-21.",10,PNG,true
G6PD_Data.773,773,Papua New Guinea,-5.03,145.795,Point,Male,62,6,,,"Brabin, L. and B. J. Brabin (1990). ""Malaria and glucose 6-phosphate dehydrogenase deficiency in populations with high and low spleen rates in Madang, Papua New Guinea."" Hum Hered 40(1): 15-21.",10,PNG,true
G6PD_Data.774,774,Papua New Guinea,-3.782,143.033,Multiple points,Both,89,18,125,12,"Beck, H. P., I. Felger, et al. (1994). ""Assessment of the humoral and cell-mediated immunity against the Plasmodium falciparum vaccine candidates circumsporozoite protein and SPf66 in adults living in highly endemic malarious areas of Papua New Guinea."" Am J Trop Med Hyg 51(3): 356-364.",20,PNG,true
G6PD_Data.775,775,Peru,-15.893,-69.893,Point,Both,34,0,24,0,"Best, W. R. (1959). ""Absence of erythrocyte glucose-6-phosphate dehydrogenase deficiency in certain Peruvian Indians."" J Lab Clin Med 54: 791.",10,PER,true
G6PD_Data.776,776,Peru,-15.745,-70.058,Point,Both,70,0,50,0,"Best, W. R. (1959). ""Absence of erythrocyte glucose-6-phosphate dehydrogenase deficiency in certain Peruvian Indians."" J Lab Clin Med 54: 791.",10,PER,true
G6PD_Data.777,777,Peru,-6.513,-76.479,Point,Male,50,0,,,"Best, W. R. (1959). ""Absence of erythrocyte glucose-6-phosphate dehydrogenase deficiency in certain Peruvian Indians."" J Lab Clin Med 54: 791.",10,PER,true
G6PD_Data.1413,1413,Portugal,40.727,-8.461,Admin1 centroid,Male,724,3,,,"Martins, M. C., G. Olim, et al. (1993). ""Hereditary anaemias in Portugal: epidemiology, public health significance, and control."" J Med Genet 30(3): 235-239.",2943,PRT,true
